PACIFIC Exchange Rate Service
Jul.Day	YYYY/MM/DD	Wdy	USD/GBP	EUR/GBP	CNY/GBP
2457358	2015/12/01	Tue	1.5073	1.4196	9.6440
2457359	2015/12/02	Wed	1.4926	1.4117	9.5503
2457360	2015/12/03	Thu	1.5087	1.3841	9.6504
2457361	2015/12/04	Fri	1.5099	1.3873	9.6647
2457364	2015/12/07	Mon	1.5074	1.3906	9.6594
2457365	2015/12/08	Tue	1.4999	1.3792	9.6261
2457366	2015/12/09	Wed	1.5166	1.3809	9.7485
2457367	2015/12/10	Thu	1.5174	1.3861	9.7704
2457368	2015/12/11	Fri	1.5212	1.3828	9.8181
2457371	2015/12/14	Mon	1.5129	1.3724	9.7728
2457372	2015/12/15	Tue	1.5044	1.3790	9.7186
2457373	2015/12/16	Wed	1.5012	1.3726	9.7159
2457374	2015/12/17	Thu	1.4875	1.3767	9.6427
2457375	2015/12/18	Fri	1.4911	1.3748	9.6634
2457378	2015/12/21	Mon	1.4906	1.3651	9.6586
2457379	2015/12/22	Tue	1.4811	1.3493	9.5953
2457380	2015/12/23	Wed	1.4862	1.3667	9.6257
2457381	2015/12/24	Thu	1.4942	1.3641	9.6804
2457386	2015/12/29	Tue	1.4794	1.3552	9.5922
2457387	2015/12/30	Wed	1.4831	1.3591	9.6265
2457388	2015/12/31	Thu	1.4745	1.3578	9.5762
2457392	2016/01/04	Mon	1.4685	1.3593	9.5990
2457393	2016/01/05	Tue	1.4660	1.3648	9.5636
2457394	2016/01/06	Wed	1.4627	1.3593	9.5908
2457395	2016/01/07	Thu	1.4578	1.3424	9.6099
2457396	2016/01/08	Fri	1.4520	1.3340	9.5790
2457399	2016/01/11	Mon	1.4562	1.3387	9.5675
2457400	2016/01/12	Tue	1.4401	1.3291	9.4669
2457401	2016/01/13	Wed	1.4468	1.3320	9.5129
2457402	2016/01/14	Thu	1.4408	1.3265	9.4952
2457403	2016/01/15	Fri	1.4288	1.3032	9.4098
2457406	2016/01/18	Mon	1.4268	1.3108	9.3873
2457407	2016/01/19	Tue	1.4170	1.2995	9.3232
2457408	2016/01/20	Wed	1.4166	1.2988	9.3179
2457409	2016/01/21	Thu	1.4196	1.3105	9.3395
2457410	2016/01/22	Fri	1.4306	1.3230	9.4114
2457413	2016/01/25	Mon	1.4244	1.3152	9.3726
2457414	2016/01/26	Tue	1.4341	1.3224	9.4410
2457415	2016/01/27	Wed	1.4261	1.3123	9.3803
2457416	2016/01/28	Thu	1.4349	1.3100	9.4360
2457417	2016/01/29	Fri	1.4183	1.3094	9.3274
2457420	2016/02/01	Mon	1.4366	1.3194	9.4509
2457421	2016/02/02	Tue	1.4398	1.3199	9.4728
2457422	2016/02/03	Wed	1.4575	1.3187	9.5872
2457423	2016/02/04	Thu	1.4577	1.3017	9.5691
2457424	2016/02/05	Fri	1.4467	1.2998	9.5092
2457427	2016/02/08	Mon	1.4416	1.2908	9.4755
2457428	2016/02/09	Tue	1.4488	1.2802	9.5252
2457429	2016/02/10	Wed	1.4472	1.2895	9.5125
2457430	2016/02/11	Thu	1.4448	1.2716	9.4979
2457431	2016/02/12	Fri	1.4458	1.2870	9.5021
2457435	2016/02/16	Tue	1.4289	1.2828	9.3112
2457436	2016/02/17	Wed	1.4317	1.2852	9.3469
2457437	2016/02/18	Thu	1.4331	1.2921	9.3416
2457438	2016/02/19	Fri	1.4342	1.2890	9.3540
2457441	2016/02/22	Mon	1.4156	1.2849	9.2340
2457442	2016/02/23	Tue	1.4039	1.2746	9.1638
2457443	2016/02/24	Wed	1.3932	1.2641	9.0982
2457444	2016/02/25	Thu	1.3934	1.2637	9.1025
2457445	2016/02/26	Fri	1.3866	1.2685	9.0700
2457448	2016/02/29	Mon	1.3924	1.2812	9.1270
2457449	2016/03/01	Tue	1.3946	1.2857	9.1388
2457450	2016/03/02	Wed	1.4056	1.2962	9.2077
2457451	2016/03/03	Thu	1.4151	1.2927	9.2411
2457452	2016/03/04	Fri	1.4224	1.2920	9.2542
2457455	2016/03/07	Mon	1.4253	1.2953	9.2886
2457456	2016/03/08	Tue	1.4224	1.2900	9.2536
2457457	2016/03/09	Wed	1.4234	1.2916	9.2716
2457458	2016/03/10	Thu	1.4300	1.2815	9.3056
2457459	2016/03/11	Fri	1.4424	1.2903	9.3666
2457462	2016/03/14	Mon	1.4322	1.2896	9.3095
2457463	2016/03/15	Tue	1.4166	1.2748	9.2267
2457464	2016/03/16	Wed	1.4100	1.2731	9.1947
2457465	2016/03/17	Thu	1.4489	1.2804	9.3830
2457466	2016/03/18	Fri	1.4515	1.2854	9.3933
2457469	2016/03/21	Mon	1.4401	1.2789	9.3405
2457470	2016/03/22	Tue	1.4217	1.2663	9.2263
2457471	2016/03/23	Wed	1.4110	1.2627	9.1819
2457472	2016/03/24	Thu	1.4143	1.2669	9.2126
2457476	2016/03/28	Mon	1.4248	1.2712	9.2720
2457477	2016/03/29	Tue	1.4280	1.2747	9.2898
2457478	2016/03/30	Wed	1.4389	1.2700	9.3022
2457479	2016/03/31	Thu	1.4380	1.2624	9.2750
2457480	2016/04/01	Fri	1.4203	1.2475	9.2011
2457483	2016/04/04	Mon	1.4277	1.2539	9.2500
2457484	2016/04/05	Tue	1.4150	1.2435	9.1663
2457485	2016/04/06	Wed	1.4161	1.2392	9.1769
2457486	2016/04/07	Thu	1.4083	1.2369	9.1001
2457487	2016/04/08	Fri	1.4103	1.2366	9.1179
2457490	2016/04/11	Mon	1.4238	1.2479	9.1976
2457491	2016/04/12	Tue	1.4243	1.2500	9.2071
2457492	2016/04/13	Wed	1.4222	1.2609	9.2116
2457493	2016/04/14	Thu	1.4148	1.2561	9.1717
2457494	2016/04/15	Fri	1.4216	1.2588	9.2039
2457497	2016/04/18	Mon	1.4275	1.2608	9.2436
2457498	2016/04/19	Tue	1.4395	1.2654	9.2949
2457499	2016/04/20	Wed	1.4373	1.2688	9.3024
2457500	2016/04/21	Thu	1.4337	1.2688	9.2922
2457501	2016/04/22	Fri	1.4386	1.2800	9.3503
2457504	2016/04/25	Mon	1.4491	1.2855	9.4086
2457505	2016/04/26	Tue	1.4611	1.2909	9.4853
2457506	2016/04/27	Wed	1.4553	1.2854	9.4540
2457507	2016/04/28	Thu	1.4582	1.2877	9.4435
2457508	2016/04/29	Fri	1.4624	1.2784	9.4696
2457511	2016/05/02	Mon	1.4664	1.2734	9.4943
2457512	2016/05/03	Tue	1.4541	1.2638	9.4406
2457513	2016/05/04	Wed	1.4474	1.2601	9.3992
2457514	2016/05/05	Thu	1.4485	1.2703	9.4221
2457515	2016/05/06	Fri	1.4438	1.2642	9.3838
2457518	2016/05/09	Mon	1.4408	1.2636	9.3892
2457519	2016/05/10	Tue	1.4453	1.2694	9.4210
2457520	2016/05/11	Wed	1.4480	1.2652	9.4011
2457521	2016/05/12	Thu	1.4451	1.2698	9.4176
2457522	2016/05/13	Fri	1.4368	1.2722	9.3852
2457525	2016/05/16	Mon	1.4409	1.2720	9.3973
2457526	2016/05/17	Tue	1.4483	1.2774	9.4438
2457527	2016/05/18	Wed	1.4613	1.2960	9.5559
2457528	2016/05/19	Thu	1.4607	1.3026	9.5651
2457529	2016/05/20	Fri	1.4511	1.2948	9.5025
2457533	2016/05/24	Tue	1.4621	1.3120	9.5852
2457534	2016/05/25	Wed	1.4691	1.3172	9.6294
2457535	2016/05/26	Thu	1.4672	1.3120	9.6192
2457536	2016/05/27	Fri	1.4644	1.3147	9.6123
2457539	2016/05/30	Mon	1.4632	1.3139	9.6326
2457540	2016/05/31	Tue	1.4529	1.3049	9.5643
2457541	2016/06/01	Wed	1.4392	1.2893	9.4631
2457542	2016/06/02	Thu	1.4417	1.2923	9.4950
2457543	2016/06/03	Fri	1.4518	1.2817	9.5325
2457546	2016/06/06	Mon	1.4448	1.2726	9.4814
2457547	2016/06/07	Tue	1.4563	1.2832	9.5704
2457548	2016/06/08	Wed	1.4546	1.2759	9.5481
2457549	2016/06/09	Thu	1.4466	1.2770	9.4933
2457550	2016/06/10	Fri	1.4340	1.2713	9.4091
2457553	2016/06/13	Mon	1.4220	1.2605	9.3666
2457554	2016/06/14	Tue	1.4125	1.2608	9.3166
2457555	2016/06/15	Wed	1.4182	1.2620	9.3344
2457556	2016/06/16	Thu	1.4073	1.2614	9.2786
2457557	2016/06/17	Fri	1.4282	1.2690	9.4082
2457560	2016/06/20	Mon	1.4687	1.2978	9.6610
2457561	2016/06/21	Tue	1.4667	1.3025	9.6658
2457562	2016/06/22	Wed	1.4680	1.3006	9.6562
2457563	2016/06/23	Thu	1.4801	1.3017	9.7339
2457564	2016/06/24	Fri	1.3633	1.2256	9.0271
2457567	2016/06/27	Mon	1.3215	1.1990	8.7909
2457568	2016/06/28	Tue	1.3292	1.2026	8.8365
2457569	2016/06/29	Wed	1.3509	1.2151	8.9673
2457570	2016/06/30	Thu	1.3241	1.2000	8.8017
2457574	2016/07/04	Mon	1.3299	1.1934	8.8640
2457575	2016/07/05	Tue	1.3019	1.1751	8.6942
2457576	2016/07/06	Wed	1.2918	1.1663	8.6464
2457577	2016/07/07	Thu	1.2925	1.1682	8.6372
2457578	2016/07/08	Fri	1.2934	1.1720	8.6491
2457581	2016/07/11	Mon	1.2984	1.1758	8.6915
2457582	2016/07/12	Tue	1.3232	1.1950	8.8505
2457583	2016/07/13	Wed	1.3179	1.1862	8.8123
2457584	2016/07/14	Thu	1.3330	1.2001	8.9110
2457585	2016/07/15	Fri	1.3192	1.1929	8.8227
2457588	2016/07/18	Mon	1.3277	1.1987	8.8998
2457589	2016/07/19	Tue	1.3125	1.1916	8.7873
2457590	2016/07/20	Wed	1.3175	1.1971	8.7967
2457591	2016/07/21	Thu	1.3216	1.1997	8.8221
2457592	2016/07/22	Fri	1.3088	1.1932	8.7415
2457595	2016/07/25	Mon	1.3129	1.1958	8.7692
2457596	2016/07/26	Tue	1.3130	1.1956	8.7596
2457597	2016/07/27	Wed	1.3093	1.1916	8.7331
2457598	2016/07/28	Thu	1.3150	1.1853	8.7514
2457599	2016/07/29	Fri	1.3270	1.1880	8.8066
2457603	2016/08/02	Tue	1.3325	1.1872	8.8309
2457604	2016/08/03	Wed	1.3333	1.1937	8.8438
2457605	2016/08/04	Thu	1.3141	1.1804	8.7282
2457606	2016/08/05	Fri	1.3068	1.1795	8.6990
2457609	2016/08/08	Mon	1.3058	1.1775	8.6857
2457610	2016/08/09	Tue	1.3009	1.1710	8.6575
2457611	2016/08/10	Wed	1.2997	1.1635	8.6294
2457612	2016/08/11	Thu	1.2959	1.1604	8.5868
2457613	2016/08/12	Fri	1.2932	1.1575	8.5802
2457616	2016/08/15	Mon	1.2873	1.1497	8.5439
2457617	2016/08/16	Tue	1.3017	1.1544	8.6260
2457618	2016/08/17	Wed	1.3011	1.1553	8.6328
2457619	2016/08/18	Thu	1.3147	1.1600	8.7202
2457620	2016/08/19	Fri	1.3059	1.1530	8.6870
2457623	2016/08/22	Mon	1.3132	1.1608	8.7333
2457624	2016/08/23	Tue	1.3178	1.1654	8.7504
2457625	2016/08/24	Wed	1.3233	1.1756	8.8132
2457626	2016/08/25	Thu	1.3176	1.1687	8.7730
2457627	2016/08/26	Fri	1.3167	1.1716	8.7826
2457630	2016/08/29	Mon	1.3088	1.1705	8.7380
2457631	2016/08/30	Tue	1.3084	1.1734	8.7419
2457632	2016/08/31	Wed	1.3127	1.1777	8.7674
2457633	2016/09/01	Thu	1.3272	1.1857	8.8529
2457634	2016/09/02	Fri	1.3298	1.1919	8.8828
2457638	2016/09/06	Tue	1.3428	1.1951	8.9631
2457639	2016/09/07	Wed	1.3338	1.1870	8.8884
2457640	2016/09/08	Thu	1.3299	1.1814	8.8632
2457641	2016/09/09	Fri	1.3257	1.1822	8.8514
2457644	2016/09/12	Mon	1.3311	1.1854	8.8902
2457645	2016/09/13	Tue	1.3182	1.1727	8.8062
2457646	2016/09/14	Wed	1.3203	1.1714	8.8122
2457647	2016/09/15	Thu	1.3213	1.1752	8.8173
2457648	2016/09/16	Fri	1.3089	1.1730	8.7344
2457651	2016/09/19	Mon	1.3050	1.1674	8.7006
2457652	2016/09/20	Tue	1.2973	1.1613	8.6540
2457653	2016/09/21	Wed	1.2977	1.1624	8.6594
2457654	2016/09/22	Thu	1.3090	1.1658	8.7260
2457655	2016/09/23	Fri	1.2958	1.1546	8.6418
2457658	2016/09/26	Mon	1.2977	1.1517	8.6539
2457659	2016/09/27	Tue	1.3003	1.1601	8.6737
2457660	2016/09/28	Wed	1.2995	1.1603	8.6734
2457661	2016/09/29	Thu	1.2990	1.1552	8.6606
2457662	2016/09/30	Fri	1.3013	1.1579	8.6777
2457665	2016/10/03	Mon	1.2839	1.1452	8.5663
2457666	2016/10/04	Tue	1.2746	1.1368	8.5041
2457667	2016/10/05	Wed	1.2744	1.1385	8.5033
2457668	2016/10/06	Thu	1.2644	1.1333	8.4359
2457669	2016/10/07	Fri	1.2429	1.1141	8.2924
2457673	2016/10/11	Tue	1.2216	1.1044	8.2096
2457674	2016/10/12	Wed	1.2193	1.1072	8.1923
2457675	2016/10/13	Thu	1.2203	1.1055	8.2092
2457676	2016/10/14	Fri	1.2188	1.1095	8.2008
2457679	2016/10/17	Mon	1.2185	1.1078	8.2097
2457680	2016/10/18	Tue	1.2309	1.1194	8.2973
2457681	2016/10/19	Wed	1.2278	1.1197	8.2740
2457682	2016/10/20	Thu	1.2252	1.1206	8.2626
2457683	2016/10/21	Fri	1.2209	1.1236	8.2615
2457686	2016/10/24	Mon	1.2203	1.1209	8.2682
2457687	2016/10/25	Tue	1.2161	1.1169	8.2482
2457688	2016/10/26	Wed	1.2233	1.1208	8.2833
2457689	2016/10/27	Thu	1.2172	1.1163	8.2580
2457690	2016/10/28	Fri	1.2153	1.1115	8.2406
2457693	2016/10/31	Mon	1.2213	1.1141	8.2755
2457694	2016/11/01	Tue	1.2219	1.1065	8.2691
2457695	2016/11/02	Wed	1.2314	1.1075	8.3194
2457696	2016/11/03	Thu	1.2455	1.1227	8.4245
2457697	2016/11/04	Fri	1.2545	1.1281	8.4761
2457700	2016/11/07	Mon	1.2402	1.1237	8.4041
2457701	2016/11/08	Tue	1.2372	1.1212	8.3975
2457702	2016/11/09	Wed	1.2471	1.1389	8.4535
2457703	2016/11/10	Thu	1.2522	1.1507	8.5174
2457707	2016/11/14	Mon	1.2468	1.1628	8.5353
2457708	2016/11/15	Tue	1.2421	1.1582	8.5178
2457709	2016/11/16	Wed	1.2450	1.1636	8.5656
2457710	2016/11/17	Thu	1.2448	1.1682	8.5635
2457711	2016/11/18	Fri	1.2326	1.1629	8.4890
2457714	2016/11/21	Mon	1.2473	1.1770	8.5993
2457715	2016/11/22	Tue	1.2424	1.1700	8.5613
2457716	2016/11/23	Wed	1.2456	1.1796	8.6218
2457717	2016/11/24	Thu	1.2450	1.1792	8.6152
2457718	2016/11/25	Fri	1.2462	1.1763	8.6231
2457721	2016/11/28	Mon	1.2410	1.1736	8.5727
2457722	2016/11/29	Tue	1.2506	1.1770	8.6253
2457723	2016/11/30	Wed	1.2481	1.1799	8.5933
2457724	2016/12/01	Thu	1.2595	1.1843	8.6725
2457725	2016/12/02	Fri	1.2685	1.1892	8.7354
2457728	2016/12/05	Mon	1.2707	1.1851	8.7429
2457729	2016/12/06	Tue	1.2705	1.1856	8.7430
2457730	2016/12/07	Wed	1.2603	1.1714	8.6713
2457731	2016/12/08	Thu	1.2575	1.1834	8.6498
2457732	2016/12/09	Fri	1.2589	1.1944	8.6947
2457735	2016/12/12	Mon	1.2676	1.1951	8.7571
2457736	2016/12/13	Tue	1.2684	1.1928	8.7543
2457737	2016/12/14	Wed	1.2713	1.1931	8.7805
2457738	2016/12/15	Thu	1.2389	1.1942	8.6039
2457739	2016/12/16	Fri	1.2477	1.1935	8.6858
2457742	2016/12/19	Mon	1.2419	1.1889	8.6341
2457743	2016/12/20	Tue	1.2360	1.1895	8.5896
2457744	2016/12/21	Wed	1.2347	1.1843	8.5731
2457745	2016/12/22	Thu	1.2302	1.1770	8.5490
2457746	2016/12/23	Fri	1.2250	1.1725	8.5118
2457751	2016/12/28	Wed	1.2221	1.1764	8.5046
2457752	2016/12/29	Thu	1.2234	1.1670	8.5101
2457753	2016/12/30	Fri	1.2336	1.1690	8.5824
2457757	2017/01/03	Tue	1.2256	1.1767	8.5332
2457758	2017/01/04	Wed	1.2296	1.1738	8.5263
2457759	2017/01/05	Thu	1.2412	1.1711	8.5527
2457760	2017/01/06	Fri	1.2313	1.1661	8.5199
2457763	2017/01/09	Mon	1.2165	1.1503	8.4391
2457764	2017/01/10	Tue	1.2164	1.1506	8.4203
2457765	2017/01/11	Wed	1.2115	1.1539	8.4064
2457766	2017/01/12	Thu	1.2211	1.1450	8.4163
2457767	2017/01/13	Fri	1.2199	1.1482	8.4199
2457770	2017/01/16	Mon	1.2043	1.1361	8.3125
2457771	2017/01/17	Tue	1.2384	1.1579	8.4903
2457772	2017/01/18	Wed	1.2309	1.1522	8.4167
2457773	2017/01/19	Thu	1.2318	1.1588	8.4634
2457774	2017/01/20	Fri	1.2328	1.1544	8.4763
2457777	2017/01/23	Mon	1.2486	1.1626	8.5570
2457778	2017/01/24	Tue	1.2531	1.1659	8.5973
2457779	2017/01/25	Wed	1.2619	1.1746	8.6883
2457780	2017/01/26	Thu	1.2578	1.1789	8.6565
2457781	2017/01/27	Fri	1.2530	1.1721	8.6215
2457784	2017/01/30	Mon	1.2474	1.1680	8.5822
2457785	2017/01/31	Tue	1.2583	1.1659	8.6614
2457786	2017/02/01	Wed	1.2643	1.1754	8.7003
2457787	2017/02/02	Thu	1.2541	1.1609	8.6295
2457788	2017/02/03	Fri	1.2510	1.1593	8.5938
2457791	2017/02/06	Mon	1.2449	1.1601	8.5447
2457792	2017/02/07	Tue	1.2485	1.1679	8.5933
2457793	2017/02/08	Wed	1.2541	1.1713	8.6162
2457794	2017/02/09	Thu	1.2514	1.1742	8.5964
2457795	2017/02/10	Fri	1.2501	1.1740	8.5976
2457798	2017/02/13	Mon	1.2509	1.1799	8.6103
2457799	2017/02/14	Tue	1.2465	1.1785	8.5579
2457800	2017/02/15	Wed	1.2464	1.1763	8.5651
2457801	2017/02/16	Thu	1.2476	1.1703	8.5517
2457802	2017/02/17	Fri	1.2427	1.1707	8.5335
2457806	2017/02/21	Tue	1.2465	1.1814	8.5812
2457807	2017/02/22	Wed	1.2455	1.1800	8.5681
2457808	2017/02/23	Thu	1.2547	1.1854	8.6160
2457809	2017/02/24	Fri	1.2498	1.1812	8.5839
2457812	2017/02/27	Mon	1.2473	1.1739	8.5690
2457813	2017/02/28	Tue	1.2426	1.1703	8.5339
2457814	2017/03/01	Wed	1.2318	1.1661	8.4786
2457815	2017/03/02	Thu	1.2266	1.1666	8.4493
2457816	2017/03/03	Fri	1.2248	1.1607	8.4455
2457819	2017/03/06	Mon	1.2241	1.1565	8.4439
2457820	2017/03/07	Tue	1.2208	1.1537	8.4277
2457821	2017/03/08	Wed	1.2151	1.1521	8.4005
2457822	2017/03/09	Thu	1.2164	1.1491	8.4069
2457823	2017/03/10	Fri	1.2157	1.1397	8.4012
2457826	2017/03/13	Mon	1.2234	1.1466	8.4574
2457827	2017/03/14	Tue	1.2167	1.1429	8.4129
2457828	2017/03/15	Wed	1.2221	1.1494	8.4514
2457829	2017/03/16	Thu	1.2368	1.1519	8.5332
2457830	2017/03/17	Fri	1.2370	1.1517	8.5379
2457833	2017/03/20	Mon	1.2366	1.1500	8.5448
2457834	2017/03/21	Tue	1.2480	1.1545	8.5951
2457835	2017/03/22	Wed	1.2475	1.1551	8.5874
2457836	2017/03/23	Thu	1.2525	1.1612	8.6260
2457837	2017/03/24	Fri	1.2489	1.1559	8.5960
2457840	2017/03/27	Mon	1.2582	1.1563	8.6473
2457841	2017/03/28	Tue	1.2503	1.1523	8.6035
2457842	2017/03/29	Wed	1.2410	1.1537	8.5492
2457843	2017/03/30	Thu	1.2489	1.1643	8.6061
2457844	2017/03/31	Fri	1.2536	1.1718	8.6350
2457847	2017/04/03	Mon	1.2477	1.1711	8.5936
2457848	2017/04/04	Tue	1.2436	1.1662	8.5642
2457849	2017/04/05	Wed	1.2488	1.1714	8.6103
2457850	2017/04/06	Thu	1.2485	1.1723	8.6116
2457851	2017/04/07	Fri	1.2398	1.1679	8.5569
2457854	2017/04/10	Mon	1.2418	1.1710	8.5742
2457855	2017/04/11	Tue	1.2483	1.1761	8.6026
2457856	2017/04/12	Wed	1.2499	1.1780	8.6145
2457857	2017/04/13	Thu	1.2521	1.1779	8.6281
2457861	2017/04/17	Mon	1.2586	1.1807	8.6630
2457862	2017/04/18	Tue	1.2767	1.1925	8.7881
2457863	2017/04/19	Wed	1.2789	1.1944	8.8107
2457864	2017/04/20	Thu	1.2830	1.1928	8.8285
2457865	2017/04/21	Fri	1.2782	1.1954	8.8016
2457868	2017/04/24	Mon	1.2783	1.1784	8.8018
2457869	2017/04/25	Tue	1.2836	1.1732	8.8352
2457870	2017/04/26	Wed	1.2838	1.1807	8.8484
2457871	2017/04/27	Thu	1.2889	1.1864	8.8920
2457872	2017/04/28	Fri	1.2937	1.1875	8.9193
2457875	2017/05/01	Mon	1.2917	1.1840	8.9021
2457876	2017/05/02	Tue	1.2921	1.1842	8.9086
2457877	2017/05/03	Wed	1.2907	1.1830	8.9039
2457878	2017/05/04	Thu	1.2911	1.1784	8.9026
2457879	2017/05/05	Fri	1.2957	1.1795	8.9461
2457882	2017/05/08	Mon	1.2943	1.1837	8.9360
2457883	2017/05/09	Tue	1.2930	1.1882	8.9336
2457884	2017/05/10	Wed	1.2940	1.1906	8.9309
2457885	2017/05/11	Thu	1.2877	1.1853	8.8922
2457886	2017/05/12	Fri	1.2878	1.1795	8.8838
2457889	2017/05/15	Mon	1.2907	1.1759	8.8964
2457890	2017/05/16	Tue	1.2909	1.1652	8.8911
2457891	2017/05/17	Wed	1.2956	1.1634	8.9171
2457892	2017/05/18	Thu	1.2988	1.1686	8.9464
2457893	2017/05/19	Fri	1.3025	1.1635	8.9685
2457897	2017/05/23	Tue	1.2981	1.1581	8.9433
2457898	2017/05/24	Wed	1.2948	1.1570	8.9191
2457899	2017/05/25	Thu	1.2950	1.1552	8.8933
2457900	2017/05/26	Fri	1.2805	1.1458	8.7779
2457903	2017/05/29	Mon	1.2841	1.1490	8.8047
2457904	2017/05/30	Tue	1.2858	1.1501	8.8137
2457905	2017/05/31	Wed	1.2879	1.1466	8.7725
2457906	2017/06/01	Thu	1.2883	1.1487	8.7705
2457907	2017/06/02	Fri	1.2878	1.1427	8.7740
2457910	2017/06/05	Mon	1.2917	1.1480	8.7871
2457911	2017/06/06	Tue	1.2892	1.1440	8.7602
2457912	2017/06/07	Wed	1.2942	1.1503	8.7965
2457913	2017/06/08	Thu	1.2933	1.1531	8.7931
2457914	2017/06/09	Fri	1.2730	1.1378	8.6539
2457917	2017/06/12	Mon	1.2659	1.1297	8.6072
2457918	2017/06/13	Tue	1.2739	1.1368	8.6615
2457919	2017/06/14	Wed	1.2781	1.1352	8.6802
2457920	2017/06/15	Thu	1.2755	1.1440	8.6838
2457921	2017/06/16	Fri	1.2783	1.1425	8.7051
2457924	2017/06/19	Mon	1.2748	1.1420	8.6916
2457925	2017/06/20	Tue	1.2630	1.1344	8.6238
2457926	2017/06/21	Wed	1.2670	1.1365	8.6527
2457927	2017/06/22	Thu	1.2667	1.1356	8.6587
2457928	2017/06/23	Fri	1.2725	1.1367	8.6986
2457931	2017/06/26	Mon	1.2727	1.1369	8.7070
2457932	2017/06/27	Tue	1.2784	1.1305	8.7082
2457933	2017/06/28	Wed	1.2915	1.1363	8.7803
2457934	2017/06/29	Thu	1.2987	1.1369	8.8128
2457935	2017/06/30	Fri	1.2994	1.1383	8.8098
2457939	2017/07/04	Tue	1.2924	1.1389	8.7888
2457940	2017/07/05	Wed	1.2921	1.1400	8.7868
2457941	2017/07/06	Thu	1.2956	1.1358	8.8140
2457942	2017/07/07	Fri	1.2884	1.1301	8.7661
2457945	2017/07/10	Mon	1.2879	1.1300	8.7635
2457946	2017/07/11	Tue	1.2856	1.1243	8.7467
2457947	2017/07/12	Wed	1.2887	1.1282	8.7464
2457948	2017/07/13	Thu	1.2934	1.1344	8.7717
2457949	2017/07/14	Fri	1.3063	1.1404	8.8519
2457952	2017/07/17	Mon	1.3062	1.1385	8.8445
2457953	2017/07/18	Tue	1.3034	1.1269	8.7922
2457954	2017/07/19	Wed	1.3030	1.1309	8.7995
2457955	2017/07/20	Thu	1.2972	1.1178	8.7722
2457956	2017/07/21	Fri	1.2987	1.1139	8.7907
2457959	2017/07/24	Mon	1.3030	1.1193	8.7982
2457960	2017/07/25	Tue	1.3048	1.1184	8.8068
2457961	2017/07/26	Wed	1.3060	1.1207	8.8228
2457962	2017/07/27	Thu	1.3093	1.1211	8.8271
2457963	2017/07/28	Fri	1.3118	1.1169	8.8403
2457966	2017/07/31	Mon	1.3166	1.1168	8.8567
2457967	2017/08/01	Tue	1.3216	1.1191	8.8776
2457968	2017/08/02	Wed	1.3232	1.1161	8.8967
2457969	2017/08/03	Thu	1.3133	1.1066	8.8242
2457970	2017/08/04	Fri	1.3052	1.1081	8.7786
2457974	2017/08/08	Tue	1.2988	1.1037	8.7079
2457975	2017/08/09	Wed	1.2994	1.1068	8.6753
2457976	2017/08/10	Thu	1.2986	1.1051	8.6329
2457977	2017/08/11	Fri	1.2995	1.1001	8.6621
2457980	2017/08/14	Mon	1.2974	1.1007	8.6570
2457981	2017/08/15	Tue	1.2863	1.0969	8.5991
2457982	2017/08/16	Wed	1.2865	1.0976	8.6120
2457983	2017/08/17	Thu	1.2881	1.0979	8.6008
2457984	2017/08/18	Fri	1.2869	1.0954	8.5835
2457987	2017/08/21	Mon	1.2900	1.0928	8.6013
2457988	2017/08/22	Tue	1.2828	1.0909	8.5467
2457989	2017/08/23	Wed	1.2797	1.0838	8.5204
2457990	2017/08/24	Thu	1.2808	1.0851	8.5311
2457991	2017/08/25	Fri	1.2866	1.0844	8.5580
2457994	2017/08/28	Mon	1.2927	1.0808	8.5506
2457995	2017/08/29	Tue	1.2936	1.0767	8.5345
2457996	2017/08/30	Wed	1.2921	1.0851	8.5228
2457997	2017/08/31	Thu	1.2892	1.0856	8.4968
2457998	2017/09/01	Fri	1.2962	1.0911	8.5019
2458002	2017/09/05	Tue	1.3009	1.0924	8.5108
2458003	2017/09/06	Wed	1.3053	1.0943	8.5149
2458004	2017/09/07	Thu	1.3088	1.0901	8.4931
2458005	2017/09/08	Fri	1.3200	1.0968	8.5499
2458008	2017/09/11	Mon	1.3183	1.1010	8.6050
2458009	2017/09/12	Tue	1.3274	1.1102	8.6774
2458010	2017/09/13	Wed	1.3226	1.1104	8.6522
2458011	2017/09/14	Thu	1.3379	1.1251	8.7742
2458012	2017/09/15	Fri	1.3578	1.1357	8.8930
2458015	2017/09/18	Mon	1.3515	1.1312	8.8829
2458016	2017/09/19	Tue	1.3511	1.1275	8.8944
2458017	2017/09/20	Wed	1.3544	1.1310	8.9036
2458018	2017/09/21	Thu	1.3546	1.1357	8.9290
2458019	2017/09/22	Fri	1.3534	1.1318	8.9192
2458022	2017/09/25	Mon	1.3483	1.1371	8.9270
2458023	2017/09/26	Tue	1.3436	1.1399	8.9163
2458024	2017/09/27	Wed	1.3399	1.1409	8.8983
2458025	2017/09/28	Thu	1.3436	1.1401	8.9550
2458026	2017/09/29	Fri	1.3394	1.1339	8.9105
2458029	2017/10/02	Mon	1.3275	1.1303	8.8350
2458030	2017/10/03	Tue	1.3246	1.1270	8.8116
2458031	2017/10/04	Wed	1.3265	1.1277	8.8236
2458032	2017/10/05	Thu	1.3130	1.1209	8.7360
2458033	2017/10/06	Fri	1.3055	1.1140	8.6866
